,tweet_ids,tweets text,created_at,like_count,retweet_count,impression_count,userid,toenglish,sentiment,percent
18,1785736678180520038,RT @Chrissuccess: Engaya #Vidamuyarchi 😭 https://t.co/gzYYteA3zs,2024-05-01 18:22:56+00:00,0,18,0,2953083359,RT @Chrissuccess: Engaya #Vidamuyarchi 😭 https://t.co/gzYYteA3zs,Negative,66.25
19,1785736136184279073,"RT @praveenArts007: One again happy birthday #AjithKumar sir 
Hand portrait 🫶
#ThalaAjith 
#AjithKumarbirthday 
#HBDAjithKumar 
#HappyBirth…",2024-05-01 18:20:46+00:00,0,13,0,1424677231226355715,"RT @praveenArts007: One more happy birthday #AjithKumar sir
Hand portrait 🫶
#ThalaAjith
#AjithKumarbirthday
#HBDAjithKumar
#HappyBirth…",Positive,98.07000000000001
20,1785735488520720756,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 18:18:12+00:00,0,333,0,1062279555736629248,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
21,1785734402640937109,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 18:13:53+00:00,0,266,0,2794079743,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
22,1785731475410989112,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 18:02:15+00:00,0,266,0,1042819958,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
23,1785731305780752415,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 18:01:35+00:00,0,82,0,1414179264983756802,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
24,1785730466584334585,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 17:58:15+00:00,0,82,0,1358919370932559872,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
25,1785729827615748227,"RT @praveenArts007: One again happy birthday #AjithKumar sir 
Hand portrait 🫶
#ThalaAjith 
#AjithKumarbirthday 
#HBDAjithKumar 
#HappyBirth…",2024-05-01 17:55:42+00:00,0,13,0,1057170963601666048,"RT @praveenArts007: One more happy birthday #AjithKumar sir
Hand portrait 🫶
#ThalaAjith
#AjithKumarbirthday
#HBDAjithKumar
#HappyBirth…",Positive,98.07000000000001
26,1785729740009242818,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 17:55:21+00:00,0,333,0,1009821336015761408,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
27,1785729634631627055,"RT @praveenArts007: One again happy birthday #AjithKumar sir 
Hand portrait 🫶
#ThalaAjith 
#AjithKumarbirthday 
#HBDAjithKumar 
#HappyBirth…",2024-05-01 17:54:56+00:00,0,13,0,1137048730069192704,"RT @praveenArts007: One more happy birthday #AjithKumar sir
Hand portrait 🫶
#ThalaAjith
#AjithKumarbirthday
#HBDAjithKumar
#HappyBirth…",Positive,98.07000000000001
28,1785729222776140095,"RT @madbirdstudio: Happy Birthday to our Thala #AjithKumar – forever inspiring and ever victorious!

Happy Birthday Dearest AK 🔥❤️
.
.
.
#H…",2024-05-01 17:53:18+00:00,0,1,0,3082845069,"RT @madbirdstudio: Happy Birthday to our Thala #AjithKumar – forever inspiring and ever victorious!

Happy Birthday Dearest AK 🔥❤️
.
.
.
#H…",Positive,98.85000000000001
29,1785728947323613216,"RT @CineRukhKhan_: Happiest Birthday to REAL THALA OF INDIAN INDUSTRY ✨️ 

Thank You for your unforgettable films and Cannot wait for #vida…",2024-05-01 17:52:12+00:00,0,9,0,1732379587181445120,"RT @CineRukhKhan_: Happiest Birthday to REAL THALA OF INDIAN INDUSTRY ✨️ 

Thank You for your unforgettable films and Cannot wait for #vida…",Positive,98.64
30,1785728620729938289,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 17:50:55+00:00,0,333,0,1052873233307906048,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
31,1785728259990433956,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 17:49:29+00:00,0,266,0,1041583593573646336,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
32,1785727220704817463,"RT @hindutalkies: 'வாழு வாழ விடு '  | Ajith Birthday Special | HT 

#Ajithbirthday #Happybirthdayajithkumar #happybirthdayajith #AKBirthday…",2024-05-01 17:45:21+00:00,0,24,0,610652869,"RT @hindutalkies: 'Live and let live' | Ajith Birthday Special | HT

#Ajithbirthday #Happybirthdayajithkumar #happybirthdayajith #AKBirthday…",Positive,91.57
33,1785726323362558068,Any update on #Vidamuyarchi,2024-05-01 17:41:47+00:00,0,0,19,1069268327179014145,Any update on #Vidamuyarchi,Neutral,93.78
34,1785724769897419123,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 17:35:36+00:00,0,333,0,852491243225587712,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
35,1785724102298513472,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 17:32:57+00:00,0,266,0,2859533593,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
36,1785723712668643461,"RT @ThalaRahman18: 🔥திரை தீ பிடிக்க காசி கலையரங்கம் 🥵
@KasiTheatreKum 
@kumbakonamAFC 
#vidamuyarchi https://t.co/K0vZkjnYZO",2024-05-01 17:31:24+00:00,0,2,0,1744335131534671872,"RT @ThalaRahman18: 🔥Kashi theater to catch the screen fire 🥵
@KasiTheatreKum
@kumbakonamAFC
#vidamuyarchi https://t.co/K0vZkjnYZO",Positive,82.82000000000001
37,1785722184805105669,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 17:25:20+00:00,0,266,0,838217063244115969,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
38,1785721782307336329,"RT @praveenArts007: One again happy birthday #AjithKumar sir 
Hand portrait 🫶
#ThalaAjith 
#AjithKumarbirthday 
#HBDAjithKumar 
#HappyBirth…",2024-05-01 17:23:44+00:00,0,13,0,1407198798099599362,"RT @praveenArts007: One more happy birthday #AjithKumar sir
Hand portrait 🫶
#ThalaAjith
#AjithKumarbirthday
#HBDAjithKumar
#HappyBirth…",Positive,98.07000000000001
39,1785721502148800761,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 17:22:37+00:00,0,333,0,971398423902527488,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
40,1785721390957543656,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 17:22:11+00:00,0,82,0,1209187839763787778,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
41,1785721357625667842,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 17:22:03+00:00,0,266,0,4911660079,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
42,1785720732833681566,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 17:19:34+00:00,0,333,0,1066316315411931136,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
43,1785720626495492173,"VideoLink:https://t.co/LtcXGK8fkM
தீனா
#DheenaReRelease #GhillReRelease #AjithKumar #GoodBadUgly #VidaaMuyarachi #vidamuyarchi #Ghill #ThalaAjith",2024-05-01 17:19:09+00:00,0,0,196,2997097428,"VideoLink: https://t.co/LtcXGK8fkM
Dina
#DheenaReRelease #GhillReRelease #AjithKumar #GoodBadUgly #VidaaMuyarachi #vidamuyarchi #Ghill #ThalaAjith",Positive,58.379999999999995
44,1785720611643461939,"RT @praveenArts007: One again happy birthday #AjithKumar sir 
Hand portrait 🫶
#ThalaAjith 
#AjithKumarbirthday 
#HBDAjithKumar 
#HappyBirth…",2024-05-01 17:19:05+00:00,0,13,0,132867877,"RT @praveenArts007: One more happy birthday #AjithKumar sir
Hand portrait 🫶
#ThalaAjith
#AjithKumarbirthday
#HBDAjithKumar
#HappyBirth…",Positive,98.07000000000001
45,1785719817347215368,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 17:15:56+00:00,0,82,0,1462421272927764480,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
46,1785718644145860914,RT @VishnuCinemas: What a fantastic day continues housefull show's #Ghilli and #Dheena 🔥😍 celebration overload @VishnuCinemas ofcourse this…,2024-05-01 17:11:16+00:00,0,22,0,1333475442,RT @VishnuCinemas: What a fantastic day continues housefull show's #Ghilli and #Dheena 🔥😍 celebration overload @VishnuCinemas ofcourse this…,Positive,97.8
47,1785718471437046171,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 17:10:35+00:00,0,82,0,1278151537080954880,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
48,1785716504924991995,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 17:02:46+00:00,0,82,0,1066316315411931136,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
49,1785716173793006071,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 17:01:27+00:00,0,266,0,3387640394,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
50,1785714742998544862,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 16:55:46+00:00,0,333,0,760188998560075780,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
51,1785714279360106756,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 16:53:55+00:00,0,333,0,1167428639354310656,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
52,1785714022710731211,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 16:52:54+00:00,0,333,0,699518295272128512,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
53,1785713719470854161,"RT @SK_Cavi1: Adei 
#vidamuyarchi FL vidaama ena pannura",2024-05-01 16:51:42+00:00,0,1,0,1582940554706710528,"RT @SK_Cavi1: Adei
#vidamuyarchi FL vidaama ena pannura",Positive,54.290000000000006
54,1785713666635280858,RT @VishnuCinemas: What a fantastic day continues housefull show's #Ghilli and #Dheena 🔥😍 celebration overload @VishnuCinemas ofcourse this…,2024-05-01 16:51:29+00:00,0,22,0,1266971805614370818,RT @VishnuCinemas: What a fantastic day continues housefull show's #Ghilli and #Dheena 🔥😍 celebration overload @VishnuCinemas ofcourse this…,Positive,97.8
55,1785713607088746867,"RT @CineRukhKhan_: Happiest Birthday to REAL THALA OF INDIAN INDUSTRY ✨️ 

Thank You for your unforgettable films and Cannot wait for #vida…",2024-05-01 16:51:15+00:00,0,9,0,1733062764925775872,"RT @CineRukhKhan_: Happiest Birthday to REAL THALA OF INDIAN INDUSTRY ✨️ 

Thank You for your unforgettable films and Cannot wait for #vida…",Positive,98.64
56,1785713496849854954,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 16:50:49+00:00,0,266,0,960815286193655808,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
57,1785713424338727158,RT @VishnuCinemas: What a fantastic day continues housefull show's #Ghilli and #Dheena 🔥😍 celebration overload @VishnuCinemas ofcourse this…,2024-05-01 16:50:31+00:00,0,22,0,877500085180932096,RT @VishnuCinemas: What a fantastic day continues housefull show's #Ghilli and #Dheena 🔥😍 celebration overload @VishnuCinemas ofcourse this…,Positive,97.8
58,1785712785533644999,Ayyoo Enna Thala ivlo azhaka irukeenga 🤗🤗🤗🖤🖤😘😘😘🥰🥰🥰 After watching Dheena my Reaction was 👇👇#Ak #vidamuyarchi  #HBDAjithKumar https://t.co/rFkuxWW4Q3,2024-05-01 16:47:59+00:00,2,0,133,1602142269313646592,Ayyoo Enna Thala ivlo azhaka irukeenga 🤗🤗🤗🖤🖤😘😘😘😘😘😘😘😘 After watching Dheena my reaction was 👇👇#Ak #vidamuyarchi #HBDAjithKumar https://t.co/rFkuxWW4Q3,Positive,91.67999999999999
59,1785712729128571098,RT @VishnuCinemas: What a fantastic day continues housefull show's #Ghilli and #Dheena 🔥😍 celebration overload @VishnuCinemas ofcourse this…,2024-05-01 16:47:46+00:00,0,22,0,1118190056038993920,RT @VishnuCinemas: What a fantastic day continues housefull show's #Ghilli and #Dheena 🔥😍 celebration overload @VishnuCinemas ofcourse this…,Positive,97.8
60,1785712420541116682,"😇Dheena Rerelease🥳
  Madurai
 #AjithKumarbirthday #ThalaAjith 
  #vidamuyarchi #GoodBagUgly https://t.co/UnPWwy6vld",2024-05-01 16:46:32+00:00,2,0,248,1441224435445362690,"😇Dheena Rerelease🥳
  Madurai
 #AjithKumarbirthday #ThalaAjith
  #vidamuyarchi #GoodBagUgly https://t.co/UnPWwy6vld",Positive,92.92
61,1785711356534272409,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 16:42:18+00:00,0,333,0,3141684660,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
62,1785711051037945874,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 16:41:06+00:00,0,333,0,2653767366,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
63,1785709767807414475,"RT @Game_Of_Dreams: It's a good example for both sides. Things have changed a lot, whether 

it's a #Vijay fan or an #Ajith fan, If you bre…",2024-05-01 16:36:00+00:00,0,1,0,1705493023646515200,"RT @Game_Of_Dreams: It's a good example for both sides. Things have changed a lot, whether 

it's a #Vijay fan or an #Ajith fan, If you bre…",Positive,82.96
64,1785709567625646586,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 16:35:12+00:00,0,266,0,1060488941655080960,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
65,1785708869169320020,"It's a good example for both sides. Things have changed a lot, whether 

it's a #Vijay fan or an #Ajith fan, If you break the rules or create a public nuisance, you have to face  the consequences.🚨

#Ghilli #Dheena #AjithKumar 
#GoodBagUgly #vidamuyarchi

https://t.co/tAuHzlOPcy",2024-05-01 16:32:25+00:00,4,1,721,1448354666048196608,"It's a good example for both sides. Things have changed a lot, whether 

it's a #Vijay fan or an #Ajith fan, If you break the rules or create a public nuisance, you have to face  the consequences.🚨

#Ghilli #Dheena #AjithKumar 
#GoodBagUgly #vidamuyarchi

https://t.co/tAuHzlOPcy",Positive,68.12
66,1785708571822571566,"One again happy birthday #AjithKumar sir 
Hand portrait 🫶
#ThalaAjith 
#AjithKumarbirthday 
#HBDAjithKumar 
#HappyBirthdayAjithKumar 
#Ajith 
@vp_offl 
@ajithFC 
#VidaaMuyarachi 
#vidamuyarchi https://t.co/a2yIa5NWfc",2024-05-01 16:31:15+00:00,24,13,1030,1688754461185826816,"One more happy birthday #AjithKumar sir
Hand portrait 🫶
#ThalaAjith
#AjithKumarbirthday
#HBDAjithKumar
#HappyBirthdayAjithKumar
#Ajith
@vp_offl
@ajithfc
#VidaaMuyarachi
#vidamuyarchi https://t.co/a2yIa5NWfc",Positive,97.09
67,1785708436120015274,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 16:30:42+00:00,0,82,0,2391058446,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
68,1785708202077851854,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 16:29:46+00:00,0,266,0,1057133673978286082,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
69,1785708171425939749,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 16:29:39+00:00,0,266,0,1130723864084852737,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
